split,class_label,record_id,chunk_id,chunk_file,sample_rate,window_sec,window_samples,start_sample,end_sample,original_split,original_chunk_file,source_mem_file,dataset_source,source_db,record_total_samples,settling_skip_samples,dropped_tail_samples,balanced_index,notes,start_sec,end_sec,native_fs,beat_count,normal_beat_count,abnormal_beat_count,abnormal_beat_ratio,rbbb_count,pvc_count,pac_sv_count,fusion_paced_unknown_count,afib_afl_overlap_sec,afib_afl_ratio,rhythm_labels,annotation_symbols,annotation_valid,annotation_weak,exclusion_reason,beat_annotation_file,rhythm_annotation_file
val,ARR,221,1,val/ARR/221/221_w00001.mem,1000,30,30000,32000,61999,train,train/ARR/221/221_w00001.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2341,,32.000,62.000,360.0,40,35,5,0.125000,0,5,0,0,30.000,1.000000,(AFIB:30.0,N:35;V:5,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,2,train/ARR/221/221_w00002.mem,1000,30,30000,62000,91999,train,train/ARR/221/221_w00002.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2342,,62.000,92.000,360.0,39,32,7,0.179487,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:32;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,3,test/ARR/221/221_w00003.mem,1000,30,30000,92000,121999,train,train/ARR/221/221_w00003.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2343,,92.000,122.000,360.0,41,33,8,0.195122,0,8,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:8,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,4,train/ARR/221/221_w00004.mem,1000,30,30000,122000,151999,train,train/ARR/221/221_w00004.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2344,,122.000,152.000,360.0,41,32,9,0.219512,0,9,0,0,30.000,1.000000,(AFIB:30.0,N:32;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,5,val/ARR/221/221_w00005.mem,1000,30,30000,152000,181999,train,train/ARR/221/221_w00005.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2345,,152.000,182.000,360.0,42,33,9,0.214286,0,9,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,6,train/ARR/221/221_w00006.mem,1000,30,30000,182000,211999,train,train/ARR/221/221_w00006.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2346,,182.000,212.000,360.0,38,31,7,0.184211,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:31;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,7,test/ARR/221/221_w00007.mem,1000,30,30000,212000,241999,train,train/ARR/221/221_w00007.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2347,,212.000,242.000,360.0,42,32,10,0.238095,0,10,0,0,30.000,1.000000,(AFIB:30.0,N:32;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,8,train/ARR/221/221_w00008.mem,1000,30,30000,242000,271999,train,train/ARR/221/221_w00008.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2348,,242.000,272.000,360.0,42,34,8,0.190476,0,8,0,0,30.000,1.000000,(AFIB:30.0,N:34;V:8,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,9,val/ARR/221/221_w00009.mem,1000,30,30000,272000,301999,train,train/ARR/221/221_w00009.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2349,,272.000,302.000,360.0,44,33,11,0.250000,0,11,0,0,24.675,0.822500,(AFIB:24.7;(T:5.3,N:33;V:11,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,10,train/ARR/221/221_w00010.mem,1000,30,30000,302000,331999,train,train/ARR/221/221_w00010.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2350,,302.000,332.000,360.0,40,34,6,0.150000,0,6,0,0,30.000,1.000000,(AFIB:30.0,N:34;V:6,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,11,test/ARR/221/221_w00011.mem,1000,30,30000,332000,361999,train,train/ARR/221/221_w00011.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2351,,332.000,362.000,360.0,39,34,5,0.128205,0,5,0,0,30.000,1.000000,(AFIB:30.0,N:34;V:5,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,12,train/ARR/221/221_w00012.mem,1000,30,30000,362000,391999,train,train/ARR/221/221_w00012.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2352,,362.000,392.000,360.0,42,33,9,0.214286,0,9,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,13,val/ARR/221/221_w00013.mem,1000,30,30000,392000,421999,train,train/ARR/221/221_w00013.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2353,,392.000,422.000,360.0,43,34,9,0.209302,0,9,0,0,25.061,0.835370,(AFIB:25.1;(T:4.9,N:34;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,14,train/ARR/221/221_w00014.mem,1000,30,30000,422000,451999,train,train/ARR/221/221_w00014.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2354,,422.000,452.000,360.0,44,37,7,0.159091,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:37;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,15,test/ARR/221/221_w00015.mem,1000,30,30000,452000,481999,train,train/ARR/221/221_w00015.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2355,,452.000,482.000,360.0,41,33,8,0.195122,0,8,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:8,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,16,train/ARR/221/221_w00016.mem,1000,30,30000,482000,511999,train,train/ARR/221/221_w00016.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2356,,482.000,512.000,360.0,40,33,7,0.175000,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,17,val/ARR/221/221_w00017.mem,1000,30,30000,512000,541999,train,train/ARR/221/221_w00017.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2357,,512.000,542.000,360.0,43,34,9,0.209302,0,9,0,0,30.000,1.000000,(AFIB:30.0,N:34;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,18,train/ARR/221/221_w00018.mem,1000,30,30000,542000,571999,train,train/ARR/221/221_w00018.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2358,,542.000,572.000,360.0,45,35,10,0.222222,0,10,0,0,25.053,0.835093,(AFIB:25.1;(T:4.9,N:35;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,19,test/ARR/221/221_w00019.mem,1000,30,30000,572000,601999,train,train/ARR/221/221_w00019.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2359,,572.000,602.000,360.0,42,32,10,0.238095,0,10,0,0,30.000,1.000000,(AFIB:30.0,N:32;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,20,train/ARR/221/221_w00020.mem,1000,30,30000,602000,631999,train,train/ARR/221/221_w00020.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2360,,602.000,632.000,360.0,42,35,7,0.166667,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:35;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,21,val/ARR/221/221_w00021.mem,1000,30,30000,632000,661999,train,train/ARR/221/221_w00021.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2361,,632.000,662.000,360.0,42,36,6,0.142857,0,6,0,0,30.000,1.000000,(AFIB:30.0,N:36;V:6,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,22,train/ARR/221/221_w00022.mem,1000,30,30000,662000,691999,train,train/ARR/221/221_w00022.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2362,,662.000,692.000,360.0,44,34,10,0.227273,0,10,0,0,26.100,0.870000,(AFIB:26.1;(T:3.9,N:34;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,23,test/ARR/221/221_w00023.mem,1000,30,30000,692000,721999,train,train/ARR/221/221_w00023.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2363,,692.000,722.000,360.0,45,36,9,0.200000,0,9,0,0,24.192,0.806389,(AFIB:24.2;(T:5.8,N:36;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,24,train/ARR/221/221_w00024.mem,1000,30,30000,722000,751999,train,train/ARR/221/221_w00024.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2364,,722.000,752.000,360.0,44,35,9,0.204545,0,9,0,0,25.161,0.838704,(AFIB:25.2;(T:4.8,N:35;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,25,val/ARR/221/221_w00025.mem,1000,30,30000,752000,781999,train,train/ARR/221/221_w00025.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2365,,752.000,782.000,360.0,38,31,7,0.184211,0,7,0,0,26.708,0.890278,(AFIB:26.7;(B:3.3,N:31;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,26,train/ARR/221/221_w00026.mem,1000,30,30000,782000,811999,train,train/ARR/221/221_w00026.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2366,,782.000,812.000,360.0,41,32,9,0.219512,0,9,0,0,28.219,0.940648,(AFIB:28.2;(VT:1.8,N:32;V:9,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,27,test/ARR/221/221_w00027.mem,1000,30,30000,812000,841999,train,train/ARR/221/221_w00027.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2367,,812.000,842.000,360.0,40,32,8,0.200000,0,8,0,0,29.764,0.992130,(AFIB:29.8;(VT:0.2,N:32;V:8,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,28,train/ARR/221/221_w00028.mem,1000,30,30000,842000,871999,train,train/ARR/221/221_w00028.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2368,,842.000,872.000,360.0,41,33,8,0.195122,0,8,0,0,28.517,0.950556,(AFIB:28.5;(VT:1.5,N:33;V:8,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,29,val/ARR/221/221_w00029.mem,1000,30,30000,872000,901999,train,train/ARR/221/221_w00029.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2369,,872.000,902.000,360.0,43,36,7,0.162791,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:36;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,30,train/ARR/221/221_w00030.mem,1000,30,30000,902000,931999,train,train/ARR/221/221_w00030.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2370,,902.000,932.000,360.0,40,33,7,0.175000,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:33;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,31,test/ARR/221/221_w00031.mem,1000,30,30000,932000,961999,train,train/ARR/221/221_w00031.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2371,,932.000,962.000,360.0,43,37,6,0.139535,0,6,0,0,30.000,1.000000,(AFIB:30.0,N:37;V:6,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
val,ARR,221,33,val/ARR/221/221_w00033.mem,1000,30,30000,992000,1021999,train,train/ARR/221/221_w00033.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2373,,992.000,1022.000,360.0,42,32,10,0.238095,0,10,0,0,25.086,0.836204,(AFIB:25.1;(T:4.9,N:32;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,34,train/ARR/221/221_w00034.mem,1000,30,30000,1022000,1051999,train,train/ARR/221/221_w00034.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2374,,1022.000,1052.000,360.0,41,31,10,0.243902,0,10,0,0,30.000,1.000000,(AFIB:30.0,N:31;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
test,ARR,221,35,test/ARR/221/221_w00035.mem,1000,30,30000,1052000,1081999,train,train/ARR/221/221_w00035.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2375,,1052.000,1082.000,360.0,42,32,10,0.238095,0,10,0,0,30.000,1.000000,(AFIB:30.0,N:32;V:10,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
train,ARR,221,36,train/ARR/221/221_w00036.mem,1000,30,30000,1082000,1111999,train,train/ARR/221/221_w00036.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\221.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2376,,1082.000,1112.000,360.0,37,30,7,0.189189,0,7,0,0,30.000,1.000000,(AFIB:30.0,N:30;V:7,0,0,arr_afib_like_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\221.atr
