case_id,split,class_label,class_id,record_id,chunk_id,chunk_file,start_sample,end_sample,start_sec,end_sec,source_db,pred_class,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
1127,train,ARR,2,106,32,train/ARR/106/106_w00032.mem,962000,991999,962.000,992.000,mitdb,2,ARR,1,-84285150,-107628028,16931340,-19016821,38,13,23,40,827,182,13,36,407,36,33,31,31,29,28,27,27,25,24,24,23,23,23,23,4,38,5,50,4,0,2,1583,40,236,48,0,4,0,0,0,38,0,0,38,2,4,36,23,36,407,968,12,36,6388,2894,3584,1315,0,67,56,11
1129,train,ARR,2,106,38,train/ARR/106/106_w00038.mem,1142000,1171999,1142.000,1172.000,mitdb,2,ARR,1,-86338407,-102298200,37502124,-45383642,34,0,31,65,1445,0,0,32,480,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,27,33,0,0,0,0,0,1552,65,373,36,0,4,0,0,0,33,0,0,33,16,26,31,31,31,465,1221,12,31,10000,3840,0,0,0,90,90,0
1131,train,ARR,2,106,47,train/ARR/106/106_w00047.mem,1412000,1441999,1412.000,1442.000,mitdb,2,ARR,1,-53281944,-99598620,-7935574,-30886541,41,16,23,57,1181,287,16,39,423,38,37,37,34,31,30,28,26,26,24,23,23,22,22,22,4,41,9,37,8,0,1,2909,51,260,69,1,1,1,0,0,41,0,0,41,19,4,39,23,39,423,1754,6,39,5897,2776,4592,2195,144,77,58,19
1133,train,ARR,2,106,53,train/ARR/106/106_w00053.mem,1592000,1621999,1592.000,1622.000,mitdb,2,ARR,1,-37763150,-96758199,1330906,-60671718,36,24,10,49,736,242,24,34,264,31,28,26,24,23,21,18,17,14,12,12,10,10,9,9,3,36,11,78,10,0,2,2640,39,183,45,0,0,0,0,0,36,0,0,36,18,3,34,10,34,264,1617,4,34,2941,1987,2581,3055,0,59,36,23
1136,train,ARR,2,107,2,train/ARR/107/107_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-78180489,-83983,17350565,-132445662,38,33,3,72,2881,536,33,36,99,26,20,10,6,5,5,4,4,3,3,3,3,3,2,2,0,38,10,149,8,0,2,2424,47,557,99,29,35,29,1,0,38,0,0,38,0,0,36,3,36,99,1371,16,36,833,704,4158,2631,2929,57,8,49
1138,train,ARR,2,107,11,train/ARR/107/107_w00011.mem,332000,361999,332.000,362.000,mitdb,1,CHF,1,-70194443,-2072970,-2616424,-122805296,36,32,2,70,3337,535,32,34,81,25,17,11,6,2,2,2,2,2,2,2,2,2,2,2,0,36,1,15,1,0,0,2748,36,584,97,10,32,10,1,0,36,0,0,36,2,0,34,2,34,81,1682,16,34,588,609,4280,277,1030,16,4,12
1140,train,ARR,2,107,20,train/ARR/107/107_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-75951909,-6812947,17025074,-126056610,38,30,6,70,2795,558,30,36,139,27,20,15,9,7,7,7,7,6,6,6,6,6,5,5,0,38,12,192,8,0,6,2162,44,561,96,29,32,29,1,0,38,0,0,38,0,0,36,6,36,139,1145,16,36,1666,988,4761,3157,3020,68,13,55
1142,train,ARR,2,107,30,train/ARR/107/107_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-72640518,-3627847,14126031,-132554427,37,30,5,65,2759,772,30,35,139,25,21,17,12,9,8,7,7,7,5,5,5,4,4,3,1,37,10,153,10,0,0,1935,63,584,99,31,32,31,1,0,37,0,0,37,1,1,35,5,35,139,1034,16,35,1428,1016,6587,2702,3131,66,15,51
1144,train,ARR,2,107,39,train/ARR/107/107_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,1,CHF,1,-83274869,15530660,-2340965,-122335371,37,31,4,71,3062,475,31,35,112,23,16,12,8,6,5,5,5,5,5,5,5,4,4,4,0,37,12,190,10,0,3,2390,40,555,92,22,32,22,1,0,37,0,0,37,0,0,35,4,35,112,1208,16,35,1142,819,3922,3243,2391,57,10,47
1146,train,ARR,2,107,48,train/ARR/107/107_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-78960144,-2402121,19567378,-132405841,38,33,3,70,2829,577,33,36,90,27,16,10,6,4,3,3,3,3,3,3,3,3,2,1,0,38,10,133,10,0,2,2030,47,531,106,25,32,25,1,0,38,0,0,38,0,0,36,3,36,90,1181,16,36,833,640,4476,2631,2358,54,7,47
1149,train,ARR,2,108,0,train/ARR/108/108_w00000.mem,2000,31999,2.000,32.000,mitdb,3,AFF,1,-60888516,-95081191,-36530736,-4250681,37,8,27,1,15,12,8,35,439,33,32,31,31,30,30,30,29,29,29,27,27,27,27,27,9,37,17,11,17,0,0,2687,1,53,57,0,1,0,0,0,37,0,0,37,12,9,35,27,35,439,1281,4,35,7714,3210,384,4594,0,100,66,34
1151,train,ARR,2,108,24,train/ARR/108/108_w00024.mem,722000,751999,722.000,752.000,mitdb,2,ARR,1,-64447171,-75276419,-25263994,-28696812,29,12,15,2,460,62,13,27,280,26,23,23,22,22,22,22,19,19,17,16,14,13,11,11,8,29,24,76,24,0,1,1556,2,97,40,0,0,0,0,0,29,0,0,29,5,8,27,15,27,280,1501,4,27,5555,2654,1220,8275,0,94,45,49
1153,train,ARR,2,108,48,train/ARR/108/108_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-67281667,-64897882,-24430006,-37168797,31,17,12,0,274,78,16,29,299,29,29,28,26,25,24,22,18,17,16,14,14,13,12,12,6,31,5,15,5,0,0,2593,0,107,52,0,0,0,0,0,31,0,0,31,3,6,29,12,29,299,1314,5,29,4137,2639,1248,1612,0,53,43,10
1154,train,ARR,2,109,2,train/ARR/109/109_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-59330028,-61189894,19661942,-99815980,43,38,3,81,1959,484,38,41,188,38,30,24,21,18,13,13,8,4,4,3,3,3,3,3,1,43,3,37,3,0,0,2962,81,460,44,0,27,0,0,0,43,0,0,43,1,1,41,3,41,188,1519,12,41,731,1173,3260,697,0,28,22,6
1156,train,ARR,2,109,11,train/ARR/109/109_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-113873848,-33527563,35635866,-89490428,51,41,8,20,858,370,41,49,244,39,33,27,21,17,15,14,12,12,11,10,9,8,8,8,2,51,6,16,6,0,0,4349,20,323,64,0,11,0,0,0,51,0,0,51,2,2,49,8,49,244,2063,8,49,1632,1274,2310,1176,0,39,27,12
1158,train,ARR,2,109,20,train/ARR/109/109_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-49242781,-77574036,27720617,-102328570,40,36,2,75,1842,432,36,38,89,31,20,12,4,2,2,2,2,2,2,2,2,2,2,2,0,40,0,0,0,0,0,3312,75,368,41,0,15,0,0,0,40,0,0,40,0,0,38,2,38,89,2106,10,38,526,599,3072,0,0,4,4,0
1160,train,ARR,2,109,30,train/ARR/109/109_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-88948072,-101924126,62173810,-64022372,35,21,12,81,2061,265,21,33,246,27,24,22,22,17,15,14,14,14,14,13,13,13,12,12,7,35,6,81,6,0,0,742,69,455,42,0,27,0,0,0,35,0,0,35,9,7,33,12,33,246,520,16,33,3636,1908,3230,1714,0,48,36,12
1162,train,ARR,2,109,39,train/ARR/109/109_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,2,ARR,1,-53959135,-44715899,1375140,-103324543,42,40,0,83,2104,497,40,40,127,34,23,20,14,9,8,5,5,4,2,1,1,1,0,0,0,42,4,53,4,0,0,2769,83,468,42,0,27,0,0,0,42,0,0,42,0,0,40,0,40,127,1630,12,40,0,812,3180,952,0,17,9,8
1164,train,ARR,2,109,48,train/ARR/109/109_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-82089445,-89968331,83458452,-103942192,25,15,8,73,1844,192,15,23,147,19,17,13,10,9,8,8,8,8,8,8,8,8,8,7,3,25,5,66,5,0,0,638,47,317,43,0,22,0,0,0,25,0,0,25,3,3,23,8,23,147,522,16,23,3478,1636,3276,2000,0,30,20,10
1167,train,ARR,2,111,2,train/ARR/111/111_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-61950827,-25992622,7765826,-120447920,34,32,0,0,2,215,32,32,75,24,18,12,8,5,4,3,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2352,0,123,34,0,3,0,0,0,34,0,0,34,0,0,32,0,32,75,1558,6,32,0,600,1720,0,0,5,5,0
1169,train,ARR,2,111,11,train/ARR/111/111_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-58236576,-16587103,-4584831,-120960683,35,33,0,0,26,225,33,33,99,26,21,16,12,7,7,4,3,2,1,0,0,0,0,0,0,35,1,4,1,0,0,1746,0,143,35,0,2,0,0,0,35,0,0,35,0,0,33,0,33,99,1165,8,33,0,768,1745,285,0,9,7,2
1171,train,ARR,2,111,20,train/ARR/111/111_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-71347742,-13654634,6989868,-122389666,36,34,0,0,9,238,34,34,87,26,23,17,10,7,3,1,0,0,0,0,0,0,0,0,0,36,2,7,2,0,0,1723,0,132,37,0,8,0,0,0,36,0,0,36,0,0,34,0,34,87,1006,8,34,0,655,1792,555,0,11,7,4
1173,train,ARR,2,111,30,train/ARR/111/111_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-53028359,-14875669,-9859449,-122391208,36,34,0,0,45,262,34,34,78,26,19,12,10,6,3,2,0,0,0,0,0,0,0,0,0,36,3,6,3,0,0,1738,0,144,36,0,2,0,0,0,36,0,0,36,0,0,34,0,34,78,974,8,34,0,587,1972,833,0,12,6,6
1175,train,ARR,2,111,39,train/ARR/111/111_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,2,ARR,1,-80777335,-28101769,32678695,-123277731,33,28,3,0,173,211,28,31,126,26,21,16,14,12,9,5,4,4,4,3,2,2,2,2,0,33,1,27,0,0,1,2581,0,176,34,0,3,0,0,0,33,0,0,33,0,0,31,3,31,126,1760,5,31,967,1040,1929,303,0,17,15,2
1177,train,ARR,2,111,48,train/ARR/111/111_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-88201531,-10434750,20328212,-123035969,36,32,2,0,35,288,32,34,116,30,25,19,9,8,4,4,3,2,2,2,2,2,2,2,0,36,5,18,5,0,0,1634,0,138,38,0,18,0,0,0,36,0,0,36,0,0,34,2,34,116,906,8,34,588,873,2304,1388,0,20,10,10
1180,train,ARR,2,113,13,train/ARR/113/113_w00013.mem,392000,421999,392.000,422.000,mitdb,2,ARR,1,-62627632,-134241673,7420755,-11667401,50,3,45,59,1126,38,3,48,689,48,48,47,47,47,47,45,45,45,45,45,45,45,45,45,21,50,6,53,6,0,0,2182,55,373,60,0,0,0,0,0,50,0,0,50,18,21,48,45,48,689,1547,6,48,9375,3674,3242,1200,0,125,113,12
1181,train,ARR,2,114,8,train/ARR/114/114_w00008.mem,242000,271999,242.000,272.000,mitdb,3,AFF,1,-81183841,-76936758,-20187858,-17489409,28,12,14,0,91,10,12,26,250,26,24,21,18,17,15,15,15,15,14,14,14,14,14,14,7,28,0,0,0,0,0,1871,0,49,28,0,0,0,0,0,28,0,0,28,8,7,26,14,26,250,1319,5,26,5384,2461,213,0,0,38,38,0
1183,train,ARR,2,114,11,train/ARR/114/114_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-77478446,2683644,8598248,-130094481,29,24,3,1,86,140,24,27,122,23,23,15,12,9,8,6,5,3,3,3,3,3,3,3,2,29,1,14,0,0,1,1941,1,47,30,1,2,1,0,0,29,0,0,29,2,2,27,3,27,122,1380,5,27,1111,1156,1493,344,333,17,14,3
1185,train,ARR,2,114,14,train/ARR/114/114_w00014.mem,422000,451999,422.000,452.000,mitdb,2,ARR,1,-110956265,-42501391,9798966,-54798189,28,17,9,0,48,32,17,26,199,26,24,20,18,16,13,12,9,9,9,9,9,9,8,8,3,28,2,7,2,0,0,1754,0,37,29,0,1,0,0,0,28,0,0,28,3,3,26,9,26,199,1354,4,26,3461,1959,481,714,0,32,28,4
1187,train,ARR,2,114,16,train/ARR/114/114_w00016.mem,482000,511999,482.000,512.000,mitdb,2,ARR,1,-103052582,-42059931,4253303,-54906489,29,17,10,0,60,53,17,27,202,22,20,19,16,16,14,12,11,11,11,11,10,10,10,9,5,28,1,0,1,0,0,1687,0,41,28,0,1,0,0,0,28,0,0,28,5,5,27,10,27,202,1202,5,27,3703,1915,798,344,0,33,31,2
1189,train,ARR,2,114,18,train/ARR/114/114_w00018.mem,542000,571999,542.000,572.000,mitdb,2,ARR,1,-113250013,-32863593,14566602,-64582086,27,17,8,0,60,40,17,25,187,24,23,20,17,15,13,11,10,10,9,9,8,7,6,5,4,27,1,2,1,0,0,1797,0,40,32,0,3,0,0,0,27,0,0,27,2,4,25,8,25,187,1242,5,25,3200,1914,602,370,0,29,27,2
1191,train,ARR,2,114,27,train/ARR/114/114_w00027.mem,812000,841999,812.000,842.000,mitdb,2,ARR,1,-95627438,-44575403,31923807,-87278487,31,20,9,0,218,135,20,29,204,25,21,20,17,16,15,15,12,9,9,9,9,9,9,9,3,31,3,17,3,0,0,1834,0,70,31,2,2,2,0,0,31,0,0,31,4,3,29,9,29,204,1272,4,29,3103,1800,1728,967,645,36,28,8
1194,train,ARR,2,116,5,train/ARR/116/116_w00005.mem,152000,181999,152.000,182.000,mitdb,2,ARR,1,-23685670,-51017477,-16637567,-109346719,41,34,5,79,2159,881,34,39,131,30,20,11,10,8,7,6,6,5,5,5,5,5,4,4,0,41,3,75,3,0,3,1643,79,570,81,1,1,1,0,0,41,0,0,41,0,0,39,5,39,131,1228,32,39,1282,859,6633,731,123,23,13,10
1196,train,ARR,2,116,15,train/ARR/116/116_w00015.mem,452000,481999,452.000,482.000,mitdb,2,ARR,1,-41996544,-48010040,-5196572,-102020931,41,30,9,81,2315,766,30,39,168,24,18,12,11,10,10,10,10,10,10,10,9,8,8,8,6,41,4,130,1,0,4,2414,81,606,84,1,2,1,0,0,41,0,0,41,4,6,39,9,39,168,1960,16,39,2307,1102,6536,975,119,35,25,10
1198,train,ARR,2,116,20,train/ARR/116/116_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-47304256,-104416627,7857132,-45582248,39,21,16,77,2109,522,21,37,268,30,25,21,16,16,16,16,16,16,16,16,16,16,16,16,9,39,8,192,2,0,8,2195,77,555,74,0,0,0,0,0,39,0,0,39,6,9,37,16,37,268,1779,16,37,4324,1854,6363,2051,0,59,41,18
1200,train,ARR,2,116,27,train/ARR/116/116_w00027.mem,812000,841999,812.000,842.000,mitdb,2,ARR,1,-49593487,-74331967,27460626,-100371627,39,25,12,75,2092,650,25,37,201,27,18,13,12,12,12,12,12,12,12,12,12,12,12,11,5,39,3,74,2,0,3,2211,75,530,69,2,2,2,0,0,39,0,0,39,5,5,37,12,37,201,1775,16,37,3243,1390,6656,769,289,39,29,10
1202,train,ARR,2,116,38,train/ARR/116/116_w00038.mem,1142000,1171999,1142.000,1172.000,mitdb,2,ARR,1,-27735870,-72034077,13762301,-113901878,40,32,6,79,2031,749,32,38,126,27,20,7,6,6,6,6,6,6,6,6,6,6,6,6,3,40,2,64,1,0,2,1683,79,474,49,1,1,1,0,0,40,0,0,40,2,3,38,6,38,126,1383,24,38,1578,848,5992,500,204,21,15,6
1204,train,ARR,2,116,44,train/ARR/116/116_w00044.mem,1322000,1351999,1322.000,1352.000,mitdb,2,ARR,1,-52491790,-72908447,35156825,-109441004,40,29,9,79,2024,661,29,38,169,28,20,12,10,9,9,9,9,9,9,9,9,9,9,9,5,40,3,96,1,0,3,1591,79,470,43,1,2,1,0,0,40,0,0,40,3,5,38,9,38,169,1274,24,38,2368,1138,5835,750,232,31,23,8
1207,train,ARR,2,118,2,train/ARR/118/118_w00002.mem,62000,91999,62.000,92.000,mitdb,0,NSR,1,-2008155,-24184397,-66734694,-105961717,36,34,0,71,1524,349,34,34,24,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,22,2,0,0,2843,35,398,54,0,0,0,0,0,36,0,0,36,0,0,34,0,34,24,1863,10,34,0,180,2627,555,0,4,0,4
1209,train,ARR,2,118,11,train/ARR/118/118_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-62845744,-80400080,25982382,-78971579,38,23,12,72,1506,236,23,36,253,31,28,25,18,14,14,14,14,14,14,14,14,13,13,13,8,37,6,50,6,0,0,2627,61,364,71,1,2,1,0,0,37,0,0,37,6,8,35,12,36,253,1401,12,35,3428,1799,2626,1578,140,47,34,13
1211,train,ARR,2,118,20,train/ARR/118/118_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-24940866,-48594490,-12595318,-111235428,40,34,4,78,1728,374,34,38,111,25,16,12,8,6,6,6,5,5,5,4,4,3,3,3,2,40,6,60,6,0,2,3481,74,370,48,0,0,0,0,0,40,0,0,40,2,2,38,4,38,111,1453,12,38,1052,747,2816,1500,0,26,12,14
1213,train,ARR,2,118,30,train/ARR/118/118_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-38756559,-47376834,-6607707,-105378830,37,32,3,73,1634,320,32,35,104,25,19,12,6,5,5,5,4,4,4,3,3,3,3,3,1,36,1,11,1,0,0,2589,36,413,86,1,2,1,0,0,36,0,0,36,1,1,35,3,35,104,1845,10,35,857,760,2560,270,116,12,9,3
1215,train,ARR,2,118,39,train/ARR/118/118_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,2,ARR,1,-47530998,-45218273,-11752498,-95381874,39,32,5,71,1673,335,32,37,126,31,17,11,9,7,6,6,6,6,5,5,5,4,4,4,0,39,5,43,5,0,0,2987,39,419,97,1,1,1,0,0,39,0,0,39,0,0,37,5,37,126,1671,12,37,1351,871,2680,1282,103,23,12,11
1217,train,ARR,2,118,48,train/ARR/118/118_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,0,NSR,1,19246231,-55827747,-64292360,-99101763,35,33,0,65,1284,307,33,33,29,20,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,10,1,0,0,2312,34,380,52,0,0,0,0,0,35,0,0,35,0,0,33,0,33,29,1697,10,33,0,224,2381,285,0,2,0,2
1220,train,ARR,2,119,2,train/ARR/119/119_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-54794052,-91325400,40933419,-83052817,33,18,13,65,1467,288,18,31,244,28,27,22,19,17,14,13,13,13,13,13,13,13,13,13,9,33,5,103,0,0,5,2216,65,295,52,2,3,2,0,0,33,0,0,33,5,9,31,13,31,244,1795,8,31,4193,2014,4096,1515,384,51,39,12
1222,train,ARR,2,119,11,train/ARR/119/119_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-64490209,-92113959,10190441,-39969841,35,16,17,67,1594,256,16,33,304,32,28,24,22,20,19,18,18,18,18,18,18,17,17,17,8,35,7,161,1,0,7,2246,67,384,58,2,3,2,0,0,35,0,0,35,5,8,33,17,33,304,1599,12,33,5151,2358,4096,2000,344,62,45,17
1224,train,ARR,2,119,22,train/ARR/119/119_w00022.mem,662000,691999,662.000,692.000,mitdb,2,ARR,1,-71814843,-64022761,6922262,-56620193,33,12,19,65,1544,192,12,31,303,25,24,23,21,20,19,19,19,19,19,19,19,19,19,19,12,33,7,151,0,0,7,2329,65,341,50,5,5,5,0,0,33,0,0,33,7,12,31,19,31,303,1871,8,31,6129,2502,4096,2121,1000,70,51,19
1226,train,ARR,2,119,31,train/ARR/119/119_w00031.mem,932000,961999,932.000,962.000,mitdb,2,ARR,1,-61577505,-72365848,24634802,-78133031,33,13,18,65,1531,220,13,31,317,29,29,25,25,22,19,19,19,19,19,19,19,18,18,18,12,33,8,142,5,0,6,1998,62,315,47,3,5,3,0,0,33,0,0,33,6,12,31,18,31,317,1687,10,31,5806,2617,4332,2424,638,74,52,22
1228,train,ARR,2,119,40,train/ARR/119/119_w00040.mem,1202000,1231999,1202.000,1232.000,mitdb,2,ARR,1,-77183824,-67338950,-4983622,-40016682,37,8,27,71,1701,126,8,35,418,31,31,31,28,28,27,27,27,27,27,27,27,27,27,26,11,37,10,188,2,0,10,2427,71,412,62,3,4,3,0,0,37,0,0,37,6,11,35,27,35,418,1824,10,35,7714,3057,4032,2702,483,91,66,25
1230,train,ARR,2,119,49,train/ARR/119/119_w00049.mem,1472000,1501999,1472.000,1502.000,mitdb,2,ARR,1,-62363976,-67301520,39067493,-95074151,34,7,25,65,1591,105,7,32,389,30,29,27,26,26,26,26,25,25,25,25,25,25,25,24,19,34,13,228,2,0,13,1978,65,377,49,4,5,4,0,0,34,0,0,34,12,19,32,25,32,389,1169,16,32,7812,3112,3840,3823,816,102,70,32
1233,train,ARR,2,121,33,train/ARR/121/121_w00033.mem,992000,1021999,992.000,1022.000,mitdb,2,ARR,1,-61305475,-50270029,20144474,-107514382,29,22,5,0,15,154,22,27,112,19,16,12,8,7,5,5,5,5,5,5,5,5,5,5,3,29,0,0,0,0,0,1832,0,92,29,0,0,0,0,0,29,0,0,29,2,3,27,5,27,112,1140,5,27,1851,1061,1792,0,0,15,15,0
1234,train,ARR,2,124,2,train/ARR/124/124_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-19436741,-73988082,13174449,-118874869,25,23,0,49,1312,367,23,23,76,20,17,13,8,7,6,2,1,1,1,0,0,0,0,0,0,25,0,0,0,0,0,1831,49,235,25,0,25,0,0,0,25,0,0,25,0,0,23,0,23,76,1330,12,23,0,845,4084,0,0,7,7,0
1236,train,ARR,2,124,11,train/ARR/124/124_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-18632561,-70147323,12638430,-123110762,28,26,0,55,1491,468,26,26,57,22,16,10,4,2,2,1,0,0,0,0,0,0,0,0,0,28,1,10,1,0,0,1578,55,304,28,0,24,0,0,0,28,0,0,28,0,0,26,0,26,57,1045,16,26,0,561,4608,357,0,4,2,2
1238,train,ARR,2,124,20,train/ARR/124/124_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-71499311,-74679716,67236631,-115674022,27,19,6,47,1283,319,19,25,134,20,17,14,11,10,7,7,6,6,6,6,6,6,6,6,3,27,4,29,3,0,1,1525,47,268,27,0,24,0,0,0,27,0,0,27,2,3,25,6,25,134,1055,16,25,2400,1372,4298,1481,0,27,19,8
1240,train,ARR,2,124,30,train/ARR/124/124_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-29525602,-50414208,6576559,-125205486,27,25,0,53,1504,432,24,25,80,23,17,14,13,6,3,2,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1658,51,284,26,2,26,2,0,0,26,0,0,26,0,0,25,0,25,80,1228,16,25,0,819,4608,0,769,8,6,2
1242,train,ARR,2,124,39,train/ARR/124/124_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,2,ARR,1,-28213723,-42440739,6403,-127355428,26,24,0,51,1470,430,24,24,66,18,14,12,7,6,4,3,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1684,51,290,26,1,26,1,0,0,26,0,0,26,0,0,24,0,24,66,1211,16,24,0,704,4586,0,384,7,6,1
1244,train,ARR,2,124,48,train/ARR/124/124_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-17612875,-61043814,5163465,-125419128,28,26,0,55,1594,438,26,26,41,18,13,7,2,1,0,0,0,0,0,0,0,0,0,0,0,28,1,11,1,0,0,1683,55,315,28,0,26,0,0,0,28,0,0,28,0,0,26,0,26,41,1158,16,26,0,403,4312,357,0,3,1,2
1247,train,ARR,2,200,2,train/ARR/200/200_w00002.mem,62000,91999,62.000,92.000,mitdb,2,ARR,1,-102003843,-81207344,47237400,-57586895,44,15,27,27,890,140,15,42,472,41,38,38,37,32,30,30,30,29,29,29,28,27,27,27,25,43,3,16,3,0,0,1844,27,284,57,5,9,5,0,0,43,0,0,43,17,25,42,27,42,472,1146,10,42,6428,2876,2389,681,877,95,84,11
1249,train,ARR,2,200,11,train/ARR/200/200_w00011.mem,332000,361999,332.000,362.000,mitdb,2,ARR,1,-107110604,-70403254,-2612818,-17971313,65,41,22,32,942,371,41,63,514,57,52,51,47,42,37,30,29,29,28,26,22,22,21,21,7,65,31,142,31,0,1,5773,27,307,101,11,15,11,0,0,65,0,0,65,26,7,63,22,63,514,2760,8,63,3492,2088,2316,4769,1089,145,71,74
1251,train,ARR,2,200,20,train/ARR/200/200_w00020.mem,602000,631999,602.000,632.000,mitdb,2,ARR,1,-108268467,-49712133,-10727431,-23491634,47,20,25,40,977,216,20,45,441,39,38,35,34,34,31,28,26,26,26,26,25,25,24,24,3,47,15,137,12,0,5,1524,35,329,101,12,17,12,0,0,47,0,0,47,7,3,45,25,45,441,1029,16,45,5555,2508,2764,3191,1188,106,62,44
1253,train,ARR,2,200,30,train/ARR/200/200_w00030.mem,902000,931999,902.000,932.000,mitdb,2,ARR,1,-104468960,-51331227,6196562,-50910528,49,34,13,6,735,269,34,47,347,40,35,33,31,29,26,23,22,21,19,17,15,12,12,12,0,49,4,17,3,0,1,2316,6,241,52,0,2,0,0,0,49,0,0,49,0,0,47,13,47,347,1347,8,47,2765,1890,2025,816,0,50,42,8
1255,train,ARR,2,200,39,train/ARR/200/200_w00039.mem,1172000,1201999,1172.000,1202.000,mitdb,2,ARR,1,-128961507,-75281107,78713597,-71241503,43,3,38,8,913,18,3,41,576,41,40,39,38,38,38,38,38,38,38,38,38,38,38,38,25,43,1,6,1,0,0,1819,8,335,45,7,14,7,0,0,43,0,0,43,15,25,41,38,41,576,1102,10,41,9268,3596,1536,232,1555,110,101,9
1257,train,ARR,2,200,48,train/ARR/200/200_w00048.mem,1442000,1471999,1442.000,1472.000,mitdb,2,ARR,1,-159799996,-35474628,23600602,-30058006,44,0,42,8,845,0,0,42,630,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,13,44,3,26,2,0,1,2508,8,326,52,7,13,7,0,0,44,0,0,44,9,13,42,42,42,630,1561,8,42,10000,3840,0,681,1346,110,97,13
